id,period,psa_1,psa_2,psa_3,psa_5
1,0.01,0.466860765028538,0.465574963384804,0.464623517574815,0.463242545660096
2,0.02,0.464073286352131,0.463924316805955,0.463803632253031,0.463594229327822
3,0.03,0.471890225821234,0.468591827445471,0.469349683062494,0.469823181722756
4,0.04,0.517519623035124,0.486866645048137,0.486565016704348,0.487797904908677
5,0.05,0.589767685584802,0.58895111412106,0.583094748276678,0.57217238729638
6,0.06,0.699084868517328,0.634618524197792,0.594633633041716,0.587171784745371
7,0.07,0.603561469837692,0.605232162895029,0.601584908299899,0.594717163855575
8,0.08,0.674925996085868,0.647651615513183,0.633388279801281,0.614976217856885
9,0.09,0.61365198965213,0.612519635650296,0.616525103125998,0.615477632784783
10,0.1,0.643683983486544,0.613260656949778,0.60648594360352,0.602976084717402
11,0.11,0.619158478412159,0.636451209948648,0.632660354956709,0.62387206390259
12,0.12,0.748303673215375,0.694841322660745,0.680013625452815,0.657851370446881
13,0.13,0.606964470517609,0.597342665144743,0.608713688101857,0.61934025998742
14,0.14,0.736430387653758,0.702920318230997,0.675911516975637,0.646547277372915
15,0.15,0.788394113006676,0.71534714742559,0.666881261598442,0.622070938450538
16,0.16,1.22155548271805,1.00920219281781,0.891862695158037,0.725716252692277
17,0.17,1.55529343163735,1.18485430277582,0.94160080655572,0.763577755995332
18,0.18,1.27691972409447,0.937999482919183,0.895258813318699,0.823069122742076
19,0.19,1.0364885828246,0.90546295565016,0.912453891891511,0.866428749013248
20,0.2,1.75281771835988,1.34507816936451,1.15230674955021,0.94683435316905
21,0.21,1.53675300576356,1.16633922648221,1.00972103662217,0.886267871541674
22,0.22,1.21490411708343,0.949890720754563,0.801124428398932,0.740367656793816
23,0.23,1.41206159717652,1.05212643554979,0.867151672972712,0.790798815023114
24,0.24,0.935760414350364,0.879889234283253,0.894878002626319,0.88099510751705
25,0.25,1.02566440661106,1.03479133831174,1.01075250099571,0.957305521904218
26,0.26,1.10134235887918,1.06761711086087,1.0395061076869,0.994338776639624
27,0.27,1.27467538029111,1.14950986605042,1.09286338483318,1.0277954295679
28,0.28,0.949224547572855,0.985868838407302,1.033244134435,1.03749636930604
29,0.29,1.4490348029564,1.25658906315971,1.17833552608301,1.10145251536073
30,0.3,1.27511903839536,1.29339547164336,1.25811244283261,1.16258095832209
31,0.31,1.60761943749534,1.43242108303581,1.3177287770442,1.18014029872314
32,0.32,1.42523909365728,1.19029003801168,1.17693497825189,1.1319937830924
33,0.33,1.1940955882559,1.14889840432884,1.13762051782354,1.1090634229582
34,0.34,1.15926946013338,1.18909279023285,1.18036494403606,1.1308011258519
35,0.35,1.5374098060018,1.41238860371143,1.32174413416881,1.17948650307527
36,0.36,1.87593702976132,1.6114552288976,1.45273759901411,1.25218951813966
37,0.37,1.62237992102987,1.49682478557958,1.40521527341601,1.26111950125342
38,0.38,1.30970594509106,1.32758980775364,1.31640131683485,1.24732624008792
39,0.39,1.32144865896918,1.36349749892733,1.34670354580145,1.26657059258742
40,0.4,1.75642938356303,1.56419329377548,1.45097577608268,1.30568364883679
41,0.41,1.67255061549625,1.54618263533642,1.45381433701851,1.31737335757597
42,0.42,1.34479299383515,1.40331972586639,1.39449626853044,1.31226076849743
43,0.43,1.6082634515027,1.50567544303826,1.43874063919336,1.3241384964252
