id,story_group_id,story_ht,story_dead_load,story_live_load,bay_length_x,bay_length_z,story_start_x,story_start_z
1,1,174,698060,40614.4,[300],[0],0,0
2,2,162,1162500,64000,[300],[0],0,0
3,3,162,1162500,64000,[300],[0],0,0
4,3,162,1162500,64000,[300],[0],0,0
5,3,162,1162500,64000,[300],[0],0,0
6,3,158,950000,25500,[300],[0],0,0
