id,element_group,element,orientation,x_start,y_start,z_start,x_end,y_end,z_end,weight
601,12,2,2,300,158,600,312,158,600,0
602,12,2,2,600,158,600,612,158,600,0
603,12,2,2,900,158,600,912,158,600,0
604,12,2,2,1200,158,600,1212,158,600,0
605,12,2,2,288,158,600,300,158,600,0
606,12,2,2,588,158,600,600,158,600,0
607,12,2,2,888,158,600,900,158,600,0
608,12,2,2,1188,158,600,1200,158,600,0
609,12,2,2,1488,158,600,1500,158,600,0
610,12,7,1,0,0,900,0,105,900,0
611,12,7,1,300,0,900,300,105,900,0
612,12,7,1,600,0,900,600,105,900,0
613,12,7,1,900,0,900,900,105,900,0
614,12,7,1,1200,0,900,1200,105,900,0
615,12,7,1,1500,0,900,1500,105,900,0
616,12,2,1,0,105,900,0,158,900,0
617,12,2,1,300,105,900,300,158,900,0
618,12,2,1,600,105,900,600,158,900,0
619,12,2,1,900,105,900,900,158,900,0
620,12,2,1,1200,105,900,1200,158,900,0
621,12,2,1,1500,105,900,1500,158,900,0
622,12,11,2,9,158,900,291,158,900,95
623,12,11,2,309,158,900,597,158,900,95
624,12,11,2,609,158,900,891,158,900,95
625,12,11,2,909,158,900,1191,158,900,95
626,12,11,2,1209,158,900,1491,158,900,95
627,12,2,2,0,158,900,9,158,900,0
628,12,2,2,300,158,900,309,158,900,0
629,12,2,2,600,158,900,609,158,900,0
630,12,2,2,900,158,900,909,158,900,0
631,12,2,2,1200,158,900,1209,158,900,0
632,12,2,2,291,158,900,300,158,900,0
633,12,2,2,597,158,900,600,158,900,0
634,12,2,2,891,158,900,900,158,900,0
635,12,2,2,1191,158,900,1200,158,900,0
636,12,2,2,1491,158,900,1500,158,900,0
637,12,15,1,-71,0,450,-71,162,450,0
638,12,15,1,1571,0,450,1571,162,450,0
