id,element_group,element,orientation,x_start,y_start,z_start,x_end,y_end,z_end,weight
532,12,7,1,900,0,0,900,105,0,0
533,12,7,1,1200,0,0,1200,105,0,0
534,12,7,1,1500,0,0,1500,105,0,0
535,12,2,1,0,105,0,0,158,0,0
536,12,2,1,300,105,0,300,158,0,0
537,12,2,1,600,105,0,600,158,0,0
538,12,2,1,900,105,0,900,158,0,0
539,12,2,1,1200,105,0,1200,158,0,0
540,12,2,1,1500,105,0,1500,158,0,0
541,12,11,2,9,158,0,291,158,0,95
542,12,11,2,309,158,0,597,158,0,95
543,12,11,2,609,158,0,891,158,0,95
544,12,11,2,909,158,0,1191,158,0,95
545,12,11,2,1209,158,0,1491,158,0,95
546,12,2,2,0,158,0,9,158,0,0
547,12,2,2,300,158,0,309,158,0,0
548,12,2,2,600,158,0,609,158,0,0
549,12,2,2,900,158,0,909,158,0,0
550,12,2,2,1200,158,0,1209,158,0,0
551,12,2,2,291,158,0,300,158,0,0
552,12,2,2,597,158,0,600,158,0,0
553,12,2,2,891,158,0,900,158,0,0
554,12,2,2,1191,158,0,1200,158,0,0
555,12,2,2,1491,158,0,1500,158,0,0
556,12,6,1,0,0,300,0,125,300,0
557,12,6,1,300,0,300,300,125,300,0
558,12,6,1,600,0,300,600,125,300,0
559,12,6,1,900,0,300,900,125,300,0
560,12,6,1,1200,0,300,1200,125,300,0
561,12,6,1,1500,0,300,1500,125,300,0
562,12,2,1,0,125,300,0,158,300,0
563,12,2,1,300,125,300,300,158,300,0
564,12,2,1,600,125,300,600,158,300,0
565,12,2,1,900,125,300,900,158,300,0
566,12,2,1,1200,125,300,1200,158,300,0
567,12,2,1,1500,125,300,1500,158,300,0
568,12,9,2,12,158,300,288,158,300,95
569,12,9,2,312,158,300,588,158,300,95
570,12,9,2,612,158,300,888,158,300,95
571,12,9,2,912,158,300,1188,158,300,95
572,12,9,2,1212,158,300,1488,158,300,95
573,12,2,2,0,158,300,12,158,300,0
574,12,2,2,300,158,300,312,158,300,0
575,12,2,2,600,158,300,612,158,300,0
576,12,2,2,900,158,300,912,158,300,0
577,12,2,2,1200,158,300,1212,158,300,0
578,12,2,2,288,158,300,300,158,300,0
579,12,2,2,588,158,300,600,158,300,0
580,12,2,2,888,158,300,900,158,300,0
581,12,2,2,1188,158,300,1200,158,300,0
582,12,2,2,1488,158,300,1500,158,300,0
583,12,6,1,0,0,600,0,125,600,0
584,12,6,1,300,0,600,300,125,600,0
585,12,6,1,600,0,600,600,125,600,0
586,12,6,1,900,0,600,900,125,600,0
587,12,6,1,1200,0,600,1200,125,600,0
588,12,6,1,1500,0,600,1500,125,600,0
589,12,2,1,0,125,600,0,158,600,0
590,12,2,1,300,125,600,300,158,600,0
591,12,2,1,600,125,600,600,158,600,0
592,12,2,1,900,125,600,900,158,600,0
593,12,2,1,1200,125,600,1200,158,600,0
594,12,2,1,1500,125,600,1500,158,600,0
595,12,9,2,12,158,600,288,158,600,95
596,12,9,2,312,158,600,588,158,600,95
597,12,9,2,612,158,600,888,158,600,95
598,12,9,2,912,158,600,1188,158,600,95
599,12,9,2,1212,158,600,1488,158,600,95
600,12,2,2,0,158,600,12,158,600,0
