id,num_stories,num_bays,bay_width_in,story_ht_in,foundation_fix,story_weight_k,damp_ratio,E_col,A_col,I_col,E_bm,A_bm,I_bm
2,6,0,0,[198 162 162 162 162 158.4],[1 1 1],[2200 2325 2325 2325 2325 1900],0.05,[3605 3605 3605 3605 3605 3605,[14400 30720 28672 28672 28672 28672],[108000000 2684354560 2505397589 2505397589 2505397589 2505397589],[0 0 0 0 0 0],[0 0 0 0 0 0],[0 0 0 0 0 0]
