id,element_group,element,orientation,x_start,y_start,z_start,x_end,y_end,z_end,weight
1,2,3,1,0,0,0,0,173,0,0
2,2,3,1,0,173,0,0,174,0,2200
3,3,4,1,0,0,0,0,161,0,0
4,3,4,1,0,161,0,0,162,0,2325
5,4,5,1,0,0,0,0,161,0,0
6,4,5,1,0,161,0,0,162,0,2325
7,5,5,1,0,0,0,0,157,0,0
8,5,5,1,0,157,0,0,158,0,1900
