id,name,b,d,Ag,fc_n,fc_factor,fc_e,fy_n,fy_factor,fy_e,E,I,Av,S,As,clear_cover,lambda,M,V,P,V0,Vn,Vn_aci,Vu_aci,Mn_aci,Mu_aci,Pu,Pn,condition,p_ratio,row,v_ratio,a_hinge,b_hinge,c_hinge,io,ls,cp
1,exterior 1st story columns,24,24,576,5000,1.5,7500,40000,1.25,50000,4936,27648,0.33,12,12.48,1.5,1,0,0,0,146119.3518,146119.3518,132766.1265,99574.59489,12767529.41,11490776.47,2192548.8,3373152,2,0.1,0.00114583333333333,3,0.0143484848484849,0.0176363636363636,0.2,0.005,0.0141098484848485,0.0176363636363636
2,exterior 1st story columns,24,24,576,5000,1.5,7500,40000,1.25,50000,4936,27648,0.33,12,12.48,1.5,1,0,0,0,146119.3518,146119.3518,132766.1265,99574.59489,12767529.41,11490776.47,2192548.8,3373152,2,0.1,0.00114583333333333,3,0.0143484848484849,0.0176363636363636,0.2,0.005,0.0141098484848485,0.0176363636363636
