id,x,y,z,dead_load,live_load,mass,record_disp,record_accel,story,primary_story,on_slab,fix
6366,371,444,900,0,0,0,0,0,0,0,0,[000000]
6367,362,471,900,0,0,0,0,0,0,0,0,[000000]
6368,380,471,900,0,0,0,0,0,0,0,0,[000000]
6369,671,444,900,0,0,0,0,0,0,0,0,[000000]
6370,662,471,900,0,0,0,0,0,0,0,0,[000000]
6371,680,471,900,0,0,0,0,0,0,0,0,[000000]
6372,971,444,900,0,0,0,0,0,0,0,0,[000000]
6373,962,471,900,0,0,0,0,0,0,0,0,[000000]
6374,980,471,900,0,0,0,0,0,0,0,0,[000000]
6375,1271,444,900,0,0,0,0,0,0,0,0,[000000]
6376,1262,471,900,0,0,0,0,0,0,0,0,[000000]
6377,1280,471,900,0,0,0,0,0,0,0,0,[000000]
6378,1571,444,900,0,0,0,0,0,0,0,0,[000000]
6379,1562,471,900,0,0,0,0,0,0,0,0,[000000]
6380,71,606,0,0,0,0,0,0,0,0,0,[000000]
6381,80,633,0,0,0,0,0,0,0,0,0,[000000]
6382,371,606,0,0,0,0,0,0,0,0,0,[000000]
6383,362,633,0,0,0,0,0,0,0,0,0,[000000]
6384,380,633,0,0,0,0,0,0,0,0,0,[000000]
6385,671,606,0,0,0,0,0,0,0,0,0,[000000]
6386,662,633,0,0,0,0,0,0,0,0,0,[000000]
6387,680,633,0,0,0,0,0,0,0,0,0,[000000]
6388,971,606,0,0,0,0,0,0,0,0,0,[000000]
6389,962,633,0,0,0,0,0,0,0,0,0,[000000]
6390,980,633,0,0,0,0,0,0,0,0,0,[000000]
6391,1271,606,0,0,0,0,0,0,0,0,0,[000000]
6392,1262,633,0,0,0,0,0,0,0,0,0,[000000]
6393,1280,633,0,0,0,0,0,0,0,0,0,[000000]
6394,1571,606,0,0,0,0,0,0,0,0,0,[000000]
6395,1562,633,0,0,0,0,0,0,0,0,0,[000000]
6396,71,630,300,0,0,0,0,0,0,0,0,[000000]
6397,83,645,300,0,0,0,0,0,0,0,0,[000000]
6398,371,630,300,0,0,0,0,0,0,0,0,[000000]
6399,359,645,300,0,0,0,0,0,0,0,0,[000000]
6400,383,645,300,0,0,0,0,0,0,0,0,[000000]
6401,671,630,300,0,0,0,0,0,0,0,0,[000000]
6402,659,645,300,0,0,0,0,0,0,0,0,[000000]
6403,683,645,300,0,0,0,0,0,0,0,0,[000000]
6404,971,630,300,0,0,0,0,0,0,0,0,[000000]
6405,959,645,300,0,0,0,0,0,0,0,0,[000000]
6406,983,645,300,0,0,0,0,0,0,0,0,[000000]
6407,1271,630,300,0,0,0,0,0,0,0,0,[000000]
6408,1259,645,300,0,0,0,0,0,0,0,0,[000000]
6409,1283,645,300,0,0,0,0,0,0,0,0,[000000]
6410,1571,630,300,0,0,0,0,0,0,0,0,[000000]
6411,1559,645,300,0,0,0,0,0,0,0,0,[000000]
6412,71,630,600,0,0,0,0,0,0,0,0,[000000]
6413,83,645,600,0,0,0,0,0,0,0,0,[000000]
6414,371,630,600,0,0,0,0,0,0,0,0,[000000]
6415,359,645,600,0,0,0,0,0,0,0,0,[000000]
6416,383,645,600,0,0,0,0,0,0,0,0,[000000]
6417,671,630,600,0,0,0,0,0,0,0,0,[000000]
6418,659,645,600,0,0,0,0,0,0,0,0,[000000]
6419,683,645,600,0,0,0,0,0,0,0,0,[000000]
6420,971,630,600,0,0,0,0,0,0,0,0,[000000]
6421,959,645,600,0,0,0,0,0,0,0,0,[000000]
6422,983,645,600,0,0,0,0,0,0,0,0,[000000]
6423,1271,630,600,0,0,0,0,0,0,0,0,[000000]
6424,1259,645,600,0,0,0,0,0,0,0,0,[000000]
6425,1283,645,600,0,0,0,0,0,0,0,0,[000000]
6426,1571,630,600,0,0,0,0,0,0,0,0,[000000]
6427,1559,645,600,0,0,0,0,0,0,0,0,[000000]
6428,71,606,900,0,0,0,0,0,0,0,0,[000000]
6429,80,633,900,0,0,0,0,0,0,0,0,[000000]
6430,371,606,900,0,0,0,0,0,0,0,0,[000000]
6431,362,633,900,0,0,0,0,0,0,0,0,[000000]
6432,380,633,900,0,0,0,0,0,0,0,0,[000000]
6433,671,606,900,0,0,0,0,0,0,0,0,[000000]
6434,662,633,900,0,0,0,0,0,0,0,0,[000000]
6435,680,633,900,0,0,0,0,0,0,0,0,[000000]
6436,971,606,900,0,0,0,0,0,0,0,0,[000000]
6437,962,633,900,0,0,0,0,0,0,0,0,[000000]
6438,980,633,900,0,0,0,0,0,0,0,0,[000000]
6439,1271,606,900,0,0,0,0,0,0,0,0,[000000]
6440,1262,633,900,0,0,0,0,0,0,0,0,[000000]
6441,1280,633,900,0,0,0,0,0,0,0,0,[000000]
6442,1571,606,900,0,0,0,0,0,0,0,0,[000000]
6443,1562,633,900,0,0,0,0,0,0,0,0,[000000]
6444,71,768,0,0,0,0,0,0,0,0,0,[000000]
6445,80,795,0,0,0,0,0,0,0,0,0,[000000]
6446,371,768,0,0,0,0,0,0,0,0,0,[000000]
6447,362,795,0,0,0,0,0,0,0,0,0,[000000]
6448,380,795,0,0,0,0,0,0,0,0,0,[000000]
6449,671,768,0,0,0,0,0,0,0,0,0,[000000]
6450,662,795,0,0,0,0,0,0,0,0,0,[000000]
6451,680,795,0,0,0,0,0,0,0,0,0,[000000]
6452,971,768,0,0,0,0,0,0,0,0,0,[000000]
6453,962,795,0,0,0,0,0,0,0,0,0,[000000]
6454,980,795,0,0,0,0,0,0,0,0,0,[000000]
6455,1271,768,0,0,0,0,0,0,0,0,0,[000000]
6456,1262,795,0,0,0,0,0,0,0,0,0,[000000]
6457,1280,795,0,0,0,0,0,0,0,0,0,[000000]
6458,1571,768,0,0,0,0,0,0,0,0,0,[000000]
6459,1562,795,0,0,0,0,0,0,0,0,0,[000000]
6460,71,792,300,0,0,0,0,0,0,0,0,[000000]
6461,83,807,300,0,0,0,0,0,0,0,0,[000000]
6462,371,792,300,0,0,0,0,0,0,0,0,[000000]
6463,359,807,300,0,0,0,0,0,0,0,0,[000000]
6464,383,807,300,0,0,0,0,0,0,0,0,[000000]
6465,671,792,300,0,0,0,0,0,0,0,0,[000000]
6466,659,807,300,0,0,0,0,0,0,0,0,[000000]
6467,683,807,300,0,0,0,0,0,0,0,0,[000000]
6468,971,792,300,0,0,0,0,0,0,0,0,[000000]
6469,959,807,300,0,0,0,0,0,0,0,0,[000000]
6470,983,807,300,0,0,0,0,0,0,0,0,[000000]
6471,1271,792,300,0,0,0,0,0,0,0,0,[000000]
6472,1259,807,300,0,0,0,0,0,0,0,0,[000000]
6473,1283,807,300,0,0,0,0,0,0,0,0,[000000]
6474,1571,792,300,0,0,0,0,0,0,0,0,[000000]
6475,1559,807,300,0,0,0,0,0,0,0,0,[000000]
6476,71,792,600,0,0,0,0,0,0,0,0,[000000]
6477,83,807,600,0,0,0,0,0,0,0,0,[000000]
6478,371,792,600,0,0,0,0,0,0,0,0,[000000]
6479,359,807,600,0,0,0,0,0,0,0,0,[000000]
6480,383,807,600,0,0,0,0,0,0,0,0,[000000]
6481,671,792,600,0,0,0,0,0,0,0,0,[000000]
6482,659,807,600,0,0,0,0,0,0,0,0,[000000]
6483,683,807,600,0,0,0,0,0,0,0,0,[000000]
6484,971,792,600,0,0,0,0,0,0,0,0,[000000]
6485,959,807,600,0,0,0,0,0,0,0,0,[000000]
6486,983,807,600,0,0,0,0,0,0,0,0,[000000]
6487,1271,792,600,0,0,0,0,0,0,0,0,[000000]
6488,1259,807,600,0,0,0,0,0,0,0,0,[000000]
6489,1283,807,600,0,0,0,0,0,0,0,0,[000000]
6490,1571,792,600,0,0,0,0,0,0,0,0,[000000]
6491,1559,807,600,0,0,0,0,0,0,0,0,[000000]
6492,71,768,900,0,0,0,0,0,0,0,0,[000000]
6493,80,795,900,0,0,0,0,0,0,0,0,[000000]
6494,371,768,900,0,0,0,0,0,0,0,0,[000000]
6495,362,795,900,0,0,0,0,0,0,0,0,[000000]
6496,380,795,900,0,0,0,0,0,0,0,0,[000000]
6497,671,768,900,0,0,0,0,0,0,0,0,[000000]
6498,662,795,900,0,0,0,0,0,0,0,0,[000000]
6499,680,795,900,0,0,0,0,0,0,0,0,[000000]
6500,971,768,900,0,0,0,0,0,0,0,0,[000000]
6501,962,795,900,0,0,0,0,0,0,0,0,[000000]
6502,980,795,900,0,0,0,0,0,0,0,0,[000000]
6503,1271,768,900,0,0,0,0,0,0,0,0,[000000]
6504,1262,795,900,0,0,0,0,0,0,0,0,[000000]
6505,1280,795,900,0,0,0,0,0,0,0,0,[000000]
6506,1571,768,900,0,0,0,0,0,0,0,0,[000000]
6507,1562,795,900,0,0,0,0,0,0,0,0,[000000]
6508,71,930,0,0,0,0,0,0,0,0,0,[000000]
6509,80,955,0,0,0,0,0,0,0,0,0,[000000]
6510,371,930,0,0,0,0,0,0,0,0,0,[000000]
6511,362,955,0,0,0,0,0,0,0,0,0,[000000]
6512,380,955,0,0,0,0,0,0,0,0,0,[000000]
6513,671,930,0,0,0,0,0,0,0,0,0,[000000]
6514,662,955,0,0,0,0,0,0,0,0,0,[000000]
6515,680,955,0,0,0,0,0,0,0,0,0,[000000]
6516,971,930,0,0,0,0,0,0,0,0,0,[000000]
6517,962,955,0,0,0,0,0,0,0,0,0,[000000]
6518,980,955,0,0,0,0,0,0,0,0,0,[000000]
6519,1271,930,0,0,0,0,0,0,0,0,0,[000000]
6520,1262,955,0,0,0,0,0,0,0,0,0,[000000]
6521,1280,955,0,0,0,0,0,0,0,0,0,[000000]
6522,1571,930,0,0,0,0,0,0,0,0,0,[000000]
6523,1562,955,0,0,0,0,0,0,0,0,0,[000000]
6524,71,950,300,0,0,0,0,0,0,0,0,[000000]
6525,83,965,300,0,0,0,0,0,0,0,0,[000000]
6526,371,950,300,0,0,0,0,0,0,0,0,[000000]
6527,359,965,300,0,0,0,0,0,0,0,0,[000000]
6528,383,965,300,0,0,0,0,0,0,0,0,[000000]
6529,671,950,300,0,0,0,0,0,0,0,0,[000000]
6530,659,965,300,0,0,0,0,0,0,0,0,[000000]
6531,683,965,300,0,0,0,0,0,0,0,0,[000000]
6532,971,950,300,0,0,0,0,0,0,0,0,[000000]
6533,959,965,300,0,0,0,0,0,0,0,0,[000000]
6534,983,965,300,0,0,0,0,0,0,0,0,[000000]
6535,1271,950,300,0,0,0,0,0,0,0,0,[000000]
6536,1259,965,300,0,0,0,0,0,0,0,0,[000000]
6537,1283,965,300,0,0,0,0,0,0,0,0,[000000]
6538,1571,950,300,0,0,0,0,0,0,0,0,[000000]
6539,1559,965,300,0,0,0,0,0,0,0,0,[000000]
6540,71,950,600,0,0,0,0,0,0,0,0,[000000]
6541,83,965,600,0,0,0,0,0,0,0,0,[000000]
6542,371,950,600,0,0,0,0,0,0,0,0,[000000]
6543,359,965,600,0,0,0,0,0,0,0,0,[000000]
6544,383,965,600,0,0,0,0,0,0,0,0,[000000]
6545,671,950,600,0,0,0,0,0,0,0,0,[000000]
6546,659,965,600,0,0,0,0,0,0,0,0,[000000]
6547,683,965,600,0,0,0,0,0,0,0,0,[000000]
6548,971,950,600,0,0,0,0,0,0,0,0,[000000]
6549,959,965,600,0,0,0,0,0,0,0,0,[000000]
6550,983,965,600,0,0,0,0,0,0,0,0,[000000]
6551,1271,950,600,0,0,0,0,0,0,0,0,[000000]
6552,1259,965,600,0,0,0,0,0,0,0,0,[000000]
6553,1283,965,600,0,0,0,0,0,0,0,0,[000000]
6554,1571,950,600,0,0,0,0,0,0,0,0,[000000]
6555,1559,965,600,0,0,0,0,0,0,0,0,[000000]
6556,71,930,900,0,0,0,0,0,0,0,0,[000000]
6557,80,955,900,0,0,0,0,0,0,0,0,[000000]
6558,371,930,900,0,0,0,0,0,0,0,0,[000000]
6559,362,955,900,0,0,0,0,0,0,0,0,[000000]
6560,380,955,900,0,0,0,0,0,0,0,0,[000000]
6561,671,930,900,0,0,0,0,0,0,0,0,[000000]
6562,662,955,900,0,0,0,0,0,0,0,0,[000000]
6563,680,955,900,0,0,0,0,0,0,0,0,[000000]
6564,971,930,900,0,0,0,0,0,0,0,0,[000000]
6565,962,955,900,0,0,0,0,0,0,0,0,[000000]
6566,980,955,900,0,0,0,0,0,0,0,0,[000000]
6567,1271,930,900,0,0,0,0,0,0,0,0,[000000]
6568,1262,955,900,0,0,0,0,0,0,0,0,[000000]
6569,1280,955,900,0,0,0,0,0,0,0,0,[000000]
6570,1571,930,900,0,0,0,0,0,0,0,0,[000000]
6571,1562,955,900,0,0,0,0,0,0,0,0,[000000]
6572,0,174,0,0,0,1,0,0,1,0,0,[000000]
6573,0,174,300,0,0,1,0,0,1,0,0,[000000]
6574,0,174,600,0,0,1,0,0,1,0,0,[000000]
6575,0,174,900,0,0,1,0,0,1,0,0,[000000]
6576,1642,174,0,0,0,1,0,0,1,0,0,[000000]
6577,1642,174,300,0,0,1,0,0,1,0,0,[000000]
6578,1642,174,600,0,0,1,0,0,1,0,0,[000000]
6579,1642,174,900,0,0,1,0,0,1,0,0,[000000]
6580,0,336,0,0,0,1,0,0,2,0,0,[000000]
6581,0,336,300,0,0,1,0,0,2,0,0,[000000]
6582,0,336,600,0,0,1,0,0,2,0,0,[000000]
6583,0,336,900,0,0,1,0,0,2,0,0,[000000]
6584,1642,336,0,0,0,1,0,0,2,0,0,[000000]
6585,1642,336,300,0,0,1,0,0,2,0,0,[000000]
6586,1642,336,600,0,0,1,0,0,2,0,0,[000000]
6587,1642,336,900,0,0,1,0,0,2,0,0,[000000]
6588,0,498,0,0,0,1,0,0,3,0,0,[000000]
6589,0,498,300,0,0,1,0,0,3,0,0,[000000]
6590,0,498,600,0,0,1,0,0,3,0,0,[000000]
6591,0,498,900,0,0,1,0,0,3,0,0,[000000]
6592,1642,498,0,0,0,1,0,0,3,0,0,[000000]
6593,1642,498,300,0,0,1,0,0,3,0,0,[000000]
6594,1642,498,600,0,0,1,0,0,3,0,0,[000000]
6595,1642,498,900,0,0,1,0,0,3,0,0,[000000]
6596,0,660,0,0,0,1,0,0,4,0,0,[000000]
6597,0,660,300,0,0,1,0,0,4,0,0,[000000]
6598,0,660,600,0,0,1,0,0,4,0,0,[000000]
6599,0,660,900,0,0,1,0,0,4,0,0,[000000]
6600,1642,660,0,0,0,1,0,0,4,0,0,[000000]
6601,1642,660,300,0,0,1,0,0,4,0,0,[000000]
6602,1642,660,600,0,0,1,0,0,4,0,0,[000000]
6603,1642,660,900,0,0,1,0,0,4,0,0,[000000]
6604,0,822,0,0,0,1,0,0,5,0,0,[000000]
6605,0,822,300,0,0,1,0,0,5,0,0,[000000]
6606,0,822,600,0,0,1,0,0,5,0,0,[000000]
6607,0,822,900,0,0,1,0,0,5,0,0,[000000]
6608,1642,822,0,0,0,1,0,0,5,0,0,[000000]
6609,1642,822,300,0,0,1,0,0,5,0,0,[000000]
6610,1642,822,600,0,0,1,0,0,5,0,0,[000000]
6611,1642,822,900,0,0,1,0,0,5,0,0,[000000]
6612,0,980,0,0,0,1,0,0,6,0,0,[000000]
6613,0,980,300,0,0,1,0,0,6,0,0,[000000]
6614,0,980,600,0,0,1,0,0,6,0,0,[000000]
6615,0,980,900,0,0,1,0,0,6,0,0,[000000]
6616,1642,980,0,0,0,1,0,0,6,0,0,[000000]
6617,1642,980,300,0,0,1,0,0,6,0,0,[000000]
6618,1642,980,600,0,0,1,0,0,6,0,0,[000000]
6619,1642,980,900,0,0,1,0,0,6,0,0,[000000]
6620,71,174,0,0,0,0,0,0,0,0,1,[000000]
6621,371,174,0,0,0,0,0,0,0,0,1,[000000]
6622,671,174,0,0,0,0,0,0,0,0,1,[000000]
6623,971,174,0,0,0,0,0,0,0,0,1,[000000]
6624,1271,174,0,0,0,0,0,0,0,0,1,[000000]
6625,1571,174,0,0,0,0,0,0,0,0,1,[000000]
6626,71,174,300,0,0,0,0,0,0,0,1,[000000]
6627,371,174,300,0,0,0,0,0,0,0,1,[000000]
6628,671,174,300,0,0,0,0,0,0,0,1,[000000]
6629,971,174,300,0,0,0,0,0,0,0,1,[000000]
6630,1271,174,300,0,0,0,0,0,0,0,1,[000000]
6631,1571,174,300,0,0,0,0,0,0,0,1,[000000]
6632,71,174,600,0,0,0,0,0,0,0,1,[000000]
6633,371,174,600,0,0,0,0,0,0,0,1,[000000]
6634,671,174,600,0,0,0,0,0,0,0,1,[000000]
6635,971,174,600,0,0,0,0,0,0,0,1,[000000]
6636,1271,174,600,0,0,0,0,0,0,0,1,[000000]
6637,1571,174,600,0,0,0,0,0,0,0,1,[000000]
6638,71,174,900,0,0,0,0,0,0,0,1,[000000]
6639,371,174,900,0,0,0,0,0,0,0,1,[000000]
6640,671,174,900,0,0,0,0,0,0,0,1,[000000]
6641,971,174,900,0,0,0,0,0,0,0,1,[000000]
6642,1271,174,900,0,0,0,0,0,0,0,1,[000000]
6643,1571,174,900,0,0,0,0,0,0,0,1,[000000]
6644,71,174,450,0,0,0,0,0,0,0,1,[000000]
6645,671,174,450,0,0,0,0,0,0,0,1,[000000]
6646,971,174,450,0,0,0,0,0,0,0,1,[000000]
6647,1271,174,450,0,0,0,0,0,0,0,1,[000000]
6648,0,174,450,0,0,0,0,0,0,0,1,[000000]
6649,1642,174,450,0,0,0,0,0,0,0,1,[000000]
6650,0,174,0,0,0,0,0,0,0,0,1,[000000]
6651,0,174,300,0,0,0,0,0,0,0,1,[000000]
6652,0,174,600,0,0,0,0,0,0,0,1,[000000]
6653,0,174,900,0,0,0,0,0,0,0,1,[000000]
6654,1642,174,0,0,0,0,0,0,0,0,1,[000000]
6655,1642,174,300,0,0,0,0,0,0,0,1,[000000]
6656,1642,174,600,0,0,0,0,0,0,0,1,[000000]
6657,1642,174,900,0,0,0,0,0,0,0,1,[000000]
6658,71,336,0,0,0,0,0,0,0,0,2,[000000]
6659,371,336,0,0,0,0,0,0,0,0,2,[000000]
6660,671,336,0,0,0,0,0,0,0,0,2,[000000]
6661,971,336,0,0,0,0,0,0,0,0,2,[000000]
6662,1271,336,0,0,0,0,0,0,0,0,2,[000000]
6663,1571,336,0,0,0,0,0,0,0,0,2,[000000]
6664,71,336,300,0,0,0,0,0,0,0,2,[000000]
6665,371,336,300,0,0,0,0,0,0,0,2,[000000]
6666,671,336,300,0,0,0,0,0,0,0,2,[000000]
6667,971,336,300,0,0,0,0,0,0,0,2,[000000]
6668,1271,336,300,0,0,0,0,0,0,0,2,[000000]
6669,1571,336,300,0,0,0,0,0,0,0,2,[000000]
6670,71,336,600,0,0,0,0,0,0,0,2,[000000]
6671,371,336,600,0,0,0,0,0,0,0,2,[000000]
6672,671,336,600,0,0,0,0,0,0,0,2,[000000]
6673,971,336,600,0,0,0,0,0,0,0,2,[000000]
6674,1271,336,600,0,0,0,0,0,0,0,2,[000000]
6675,1571,336,600,0,0,0,0,0,0,0,2,[000000]
6676,71,336,900,0,0,0,0,0,0,0,2,[000000]
6677,371,336,900,0,0,0,0,0,0,0,2,[000000]
6678,671,336,900,0,0,0,0,0,0,0,2,[000000]
6679,971,336,900,0,0,0,0,0,0,0,2,[000000]
6680,1271,336,900,0,0,0,0,0,0,0,2,[000000]
6681,1571,336,900,0,0,0,0,0,0,0,2,[000000]
6682,0,336,450,0,0,0,0,0,0,0,2,[000000]
6683,1642,336,450,0,0,0,0,0,0,0,2,[000000]
6684,0,336,0,0,0,0,0,0,0,0,2,[000000]
6685,0,336,300,0,0,0,0,0,0,0,2,[000000]
6686,0,336,600,0,0,0,0,0,0,0,2,[000000]
6687,0,336,900,0,0,0,0,0,0,0,2,[000000]
6688,1642,336,0,0,0,0,0,0,0,0,2,[000000]
6689,1642,336,300,0,0,0,0,0,0,0,2,[000000]
6690,1642,336,600,0,0,0,0,0,0,0,2,[000000]
6691,1642,336,900,0,0,0,0,0,0,0,2,[000000]
6692,71,498,0,0,0,0,0,0,0,0,3,[000000]
6693,371,498,0,0,0,0,0,0,0,0,3,[000000]
6694,671,498,0,0,0,0,0,0,0,0,3,[000000]
6695,971,498,0,0,0,0,0,0,0,0,3,[000000]
6696,1271,498,0,0,0,0,0,0,0,0,3,[000000]
6697,1571,498,0,0,0,0,0,0,0,0,3,[000000]
6698,71,498,300,0,0,0,0,0,0,0,3,[000000]
6699,371,498,300,0,0,0,0,0,0,0,3,[000000]
6700,671,498,300,0,0,0,0,0,0,0,3,[000000]
6701,971,498,300,0,0,0,0,0,0,0,3,[000000]
6702,1271,498,300,0,0,0,0,0,0,0,3,[000000]
6703,1571,498,300,0,0,0,0,0,0,0,3,[000000]
6704,71,498,600,0,0,0,0,0,0,0,3,[000000]
6705,371,498,600,0,0,0,0,0,0,0,3,[000000]
6706,671,498,600,0,0,0,0,0,0,0,3,[000000]
6707,971,498,600,0,0,0,0,0,0,0,3,[000000]
6708,1271,498,600,0,0,0,0,0,0,0,3,[000000]
6709,1571,498,600,0,0,0,0,0,0,0,3,[000000]
6710,71,498,900,0,0,0,0,0,0,0,3,[000000]
6711,371,498,900,0,0,0,0,0,0,0,3,[000000]
6712,671,498,900,0,0,0,0,0,0,0,3,[000000]
6713,971,498,900,0,0,0,0,0,0,0,3,[000000]
6714,1271,498,900,0,0,0,0,0,0,0,3,[000000]
6715,1571,498,900,0,0,0,0,0,0,0,3,[000000]
6716,0,498,450,0,0,0,0,0,0,0,3,[000000]
6717,1642,498,450,0,0,0,0,0,0,0,3,[000000]
6718,0,498,0,0,0,0,0,0,0,0,3,[000000]
6719,0,498,300,0,0,0,0,0,0,0,3,[000000]
6720,0,498,600,0,0,0,0,0,0,0,3,[000000]
6721,0,498,900,0,0,0,0,0,0,0,3,[000000]
6722,1642,498,0,0,0,0,0,0,0,0,3,[000000]
6723,1642,498,300,0,0,0,0,0,0,0,3,[000000]
6724,1642,498,600,0,0,0,0,0,0,0,3,[000000]
6725,1642,498,900,0,0,0,0,0,0,0,3,[000000]
6726,71,660,0,0,0,0,0,0,0,0,4,[000000]
6727,371,660,0,0,0,0,0,0,0,0,4,[000000]
6728,671,660,0,0,0,0,0,0,0,0,4,[000000]
6729,971,660,0,0,0,0,0,0,0,0,4,[000000]
6730,1271,660,0,0,0,0,0,0,0,0,4,[000000]
6731,1571,660,0,0,0,0,0,0,0,0,4,[000000]
6732,71,660,300,0,0,0,0,0,0,0,4,[000000]
6733,371,660,300,0,0,0,0,0,0,0,4,[000000]
6734,671,660,300,0,0,0,0,0,0,0,4,[000000]
6735,971,660,300,0,0,0,0,0,0,0,4,[000000]
6736,1271,660,300,0,0,0,0,0,0,0,4,[000000]
6737,1571,660,300,0,0,0,0,0,0,0,4,[000000]
6738,71,660,600,0,0,0,0,0,0,0,4,[000000]
6739,371,660,600,0,0,0,0,0,0,0,4,[000000]
6740,671,660,600,0,0,0,0,0,0,0,4,[000000]
6741,971,660,600,0,0,0,0,0,0,0,4,[000000]
6742,1271,660,600,0,0,0,0,0,0,0,4,[000000]
6743,1571,660,600,0,0,0,0,0,0,0,4,[000000]
6744,71,660,900,0,0,0,0,0,0,0,4,[000000]
6745,371,660,900,0,0,0,0,0,0,0,4,[000000]
6746,671,660,900,0,0,0,0,0,0,0,4,[000000]
6747,971,660,900,0,0,0,0,0,0,0,4,[000000]
6748,1271,660,900,0,0,0,0,0,0,0,4,[000000]
6749,1571,660,900,0,0,0,0,0,0,0,4,[000000]
6750,0,660,450,0,0,0,0,0,0,0,4,[000000]
6751,1642,660,450,0,0,0,0,0,0,0,4,[000000]
6752,0,660,0,0,0,0,0,0,0,0,4,[000000]
6753,0,660,300,0,0,0,0,0,0,0,4,[000000]
6754,0,660,600,0,0,0,0,0,0,0,4,[000000]
6755,0,660,900,0,0,0,0,0,0,0,4,[000000]
6756,1642,660,0,0,0,0,0,0,0,0,4,[000000]
6757,1642,660,300,0,0,0,0,0,0,0,4,[000000]
6758,1642,660,600,0,0,0,0,0,0,0,4,[000000]
6759,1642,660,900,0,0,0,0,0,0,0,4,[000000]
6760,71,822,0,0,0,0,0,0,0,0,5,[000000]
6761,371,822,0,0,0,0,0,0,0,0,5,[000000]
6762,671,822,0,0,0,0,0,0,0,0,5,[000000]
6763,971,822,0,0,0,0,0,0,0,0,5,[000000]
6764,1271,822,0,0,0,0,0,0,0,0,5,[000000]
6765,1571,822,0,0,0,0,0,0,0,0,5,[000000]
6766,71,822,300,0,0,0,0,0,0,0,5,[000000]
6767,371,822,300,0,0,0,0,0,0,0,5,[000000]
6768,671,822,300,0,0,0,0,0,0,0,5,[000000]
6769,971,822,300,0,0,0,0,0,0,0,5,[000000]
6770,1271,822,300,0,0,0,0,0,0,0,5,[000000]
6771,1571,822,300,0,0,0,0,0,0,0,5,[000000]
6772,71,822,600,0,0,0,0,0,0,0,5,[000000]
6773,371,822,600,0,0,0,0,0,0,0,5,[000000]
6774,671,822,600,0,0,0,0,0,0,0,5,[000000]
6775,971,822,600,0,0,0,0,0,0,0,5,[000000]
6776,1271,822,600,0,0,0,0,0,0,0,5,[000000]
6777,1571,822,600,0,0,0,0,0,0,0,5,[000000]
6778,71,822,900,0,0,0,0,0,0,0,5,[000000]
6779,371,822,900,0,0,0,0,0,0,0,5,[000000]
6780,671,822,900,0,0,0,0,0,0,0,5,[000000]
6781,971,822,900,0,0,0,0,0,0,0,5,[000000]
6782,1271,822,900,0,0,0,0,0,0,0,5,[000000]
6783,1571,822,900,0,0,0,0,0,0,0,5,[000000]
6784,0,822,450,0,0,0,0,0,0,0,5,[000000]
6785,1642,822,450,0,0,0,0,0,0,0,5,[000000]
6786,0,822,0,0,0,0,0,0,0,0,5,[000000]
6787,0,822,300,0,0,0,0,0,0,0,5,[000000]
6788,0,822,600,0,0,0,0,0,0,0,5,[000000]
6789,0,822,900,0,0,0,0,0,0,0,5,[000000]
6790,1642,822,0,0,0,0,0,0,0,0,5,[000000]
6791,1642,822,300,0,0,0,0,0,0,0,5,[000000]
6792,1642,822,600,0,0,0,0,0,0,0,5,[000000]
6793,1642,822,900,0,0,0,0,0,0,0,5,[000000]
6794,71,980,0,0,0,0,0,0,0,0,6,[000000]
6795,371,980,0,0,0,0,0,0,0,0,6,[000000]
6796,671,980,0,0,0,0,0,0,0,0,6,[000000]
6797,971,980,0,0,0,0,0,0,0,0,6,[000000]
6798,1271,980,0,0,0,0,0,0,0,0,6,[000000]
6799,1571,980,0,0,0,0,0,0,0,0,6,[000000]
6800,71,980,300,0,0,0,0,0,0,0,6,[000000]
6801,371,980,300,0,0,0,0,0,0,0,6,[000000]
6802,671,980,300,0,0,0,0,0,0,0,6,[000000]
6803,971,980,300,0,0,0,0,0,0,0,6,[000000]
6804,1271,980,300,0,0,0,0,0,0,0,6,[000000]
6805,1571,980,300,0,0,0,0,0,0,0,6,[000000]
6806,71,980,600,0,0,0,0,0,0,0,6,[000000]
6807,371,980,600,0,0,0,0,0,0,0,6,[000000]
6808,671,980,600,0,0,0,0,0,0,0,6,[000000]
6809,971,980,600,0,0,0,0,0,0,0,6,[000000]
6810,1271,980,600,0,0,0,0,0,0,0,6,[000000]
6811,1571,980,600,0,0,0,0,0,0,0,6,[000000]
6812,71,980,900,0,0,0,0,0,0,0,6,[000000]
6813,371,980,900,0,0,0,0,0,0,0,6,[000000]
6814,671,980,900,0,0,0,0,0,0,0,6,[000000]
6815,971,980,900,0,0,0,0,0,0,0,6,[000000]
6816,1271,980,900,0,0,0,0,0,0,0,6,[000000]
6817,1571,980,900,0,0,0,0,0,0,0,6,[000000]
6818,0,980,450,0,0,0,0,0,0,0,6,[000000]
6819,1642,980,450,0,0,0,0,0,0,0,6,[000000]
6820,0,980,0,0,0,0,0,0,0,0,6,[000000]
6821,0,980,300,0,0,0,0,0,0,0,6,[000000]
6822,0,980,600,0,0,0,0,0,0,0,6,[000000]
6823,0,980,900,0,0,0,0,0,0,0,6,[000000]
6824,1642,980,0,0,0,0,0,0,0,0,6,[000000]
