id,x,y,z,dead_load,live_load,mass,record_disp,record_accel,story,primary_story,on_slab,fix
6825,1642,980,300,0,0,0,0,0,0,0,6,[000000]
6826,1642,980,600,0,0,0,0,0,0,0,6,[000000]
6827,1642,980,900,0,0,0,0,0,0,0,6,[000000]
6828,71,0,0,0,0,0,0,0,0,0,0,[000000]
6829,71,144,0,0,0,0,0,0,0,0,0,[000000]
6830,83,159,0,0,0,0,0,0,0,0,0,[000000]
6831,359,159,0,0,0,0,0,0,0,0,0,[000000]
6832,371,0,0,0,0,0,0,0,0,0,0,[000000]
6833,371,144,0,0,0,0,0,0,0,0,0,[000000]
6834,383,159,0,0,0,0,0,0,0,0,0,[000000]
6835,659,159,0,0,0,0,0,0,0,0,0,[000000]
6836,671,0,0,0,0,0,0,0,0,0,0,[000000]
6837,671,144,0,0,0,0,0,0,0,0,0,[000000]
6838,683,159,0,0,0,0,0,0,0,0,0,[000000]
6839,959,159,0,0,0,0,0,0,0,0,0,[000000]
6840,971,0,0,0,0,0,0,0,0,0,0,[000000]
6841,971,144,0,0,0,0,0,0,0,0,0,[000000]
6842,983,159,0,0,0,0,0,0,0,0,0,[000000]
6843,1259,159,0,0,0,0,0,0,0,0,0,[000000]
6844,1271,0,0,0,0,0,0,0,0,0,0,[000000]
6845,1271,144,0,0,0,0,0,0,0,0,0,[000000]
6846,1283,159,0,0,0,0,0,0,0,0,0,[000000]
6847,1559,159,0,0,0,0,0,0,0,0,0,[000000]
6848,1571,0,0,0,0,0,0,0,0,0,0,[000000]
6849,1571,144,0,0,0,0,0,0,0,0,0,[000000]
6850,71,0,300,0,0,0,0,0,0,0,0,[000000]
6851,71,144,300,0,0,0,0,0,0,0,0,[000000]
6852,83,159,300,0,0,0,0,0,0,0,0,[000000]
6853,359,159,300,0,0,0,0,0,0,0,0,[000000]
6854,371,0,300,0,0,0,0,0,0,0,0,[000000]
6855,371,144,300,0,0,0,0,0,0,0,0,[000000]
6856,383,159,300,0,0,0,0,0,0,0,0,[000000]
6857,659,159,300,0,0,0,0,0,0,0,0,[000000]
6858,671,0,300,0,0,0,0,0,0,0,0,[000000]
6859,671,144,300,0,0,0,0,0,0,0,0,[000000]
6860,683,159,300,0,0,0,0,0,0,0,0,[000000]
6861,959,159,300,0,0,0,0,0,0,0,0,[000000]
6862,971,0,300,0,0,0,0,0,0,0,0,[000000]
6863,971,144,300,0,0,0,0,0,0,0,0,[000000]
6864,983,159,300,0,0,0,0,0,0,0,0,[000000]
6865,1259,159,300,0,0,0,0,0,0,0,0,[000000]
6866,1271,0,300,0,0,0,0,0,0,0,0,[000000]
6867,1271,144,300,0,0,0,0,0,0,0,0,[000000]
6868,1283,159,300,0,0,0,0,0,0,0,0,[000000]
6869,1559,159,300,0,0,0,0,0,0,0,0,[000000]
6870,1571,0,300,0,0,0,0,0,0,0,0,[000000]
6871,1571,144,300,0,0,0,0,0,0,0,0,[000000]
6872,71,0,600,0,0,0,0,0,0,0,0,[000000]
6873,71,144,600,0,0,0,0,0,0,0,0,[000000]
6874,83,159,600,0,0,0,0,0,0,0,0,[000000]
6875,359,159,600,0,0,0,0,0,0,0,0,[000000]
6876,371,0,600,0,0,0,0,0,0,0,0,[000000]
6877,371,144,600,0,0,0,0,0,0,0,0,[000000]
6878,383,159,600,0,0,0,0,0,0,0,0,[000000]
6879,659,159,600,0,0,0,0,0,0,0,0,[000000]
6880,671,0,600,0,0,0,0,0,0,0,0,[000000]
6881,671,144,600,0,0,0,0,0,0,0,0,[000000]
6882,683,159,600,0,0,0,0,0,0,0,0,[000000]
6883,959,159,600,0,0,0,0,0,0,0,0,[000000]
6884,971,0,600,0,0,0,0,0,0,0,0,[000000]
6885,971,144,600,0,0,0,0,0,0,0,0,[000000]
6886,983,159,600,0,0,0,0,0,0,0,0,[000000]
6887,1259,159,600,0,0,0,0,0,0,0,0,[000000]
6888,1271,0,600,0,0,0,0,0,0,0,0,[000000]
6889,1271,144,600,0,0,0,0,0,0,0,0,[000000]
6890,1283,159,600,0,0,0,0,0,0,0,0,[000000]
6891,1559,159,600,0,0,0,0,0,0,0,0,[000000]
6892,1571,0,600,0,0,0,0,0,0,0,0,[000000]
6893,1571,144,600,0,0,0,0,0,0,0,0,[000000]
6894,71,0,900,0,0,0,0,0,0,0,0,[000000]
6895,71,144,900,0,0,0,0,0,0,0,0,[000000]
6896,83,159,900,0,0,0,0,0,0,0,0,[000000]
6897,359,159,900,0,0,0,0,0,0,0,0,[000000]
6898,371,0,900,0,0,0,0,0,0,0,0,[000000]
6899,371,144,900,0,0,0,0,0,0,0,0,[000000]
6900,383,159,900,0,0,0,0,0,0,0,0,[000000]
6901,659,159,900,0,0,0,0,0,0,0,0,[000000]
6902,671,0,900,0,0,0,0,0,0,0,0,[000000]
6903,671,144,900,0,0,0,0,0,0,0,0,[000000]
6904,683,159,900,0,0,0,0,0,0,0,0,[000000]
6905,959,159,900,0,0,0,0,0,0,0,0,[000000]
6906,971,0,900,0,0,0,0,0,0,0,0,[000000]
6907,971,144,900,0,0,0,0,0,0,0,0,[000000]
6908,983,159,900,0,0,0,0,0,0,0,0,[000000]
6909,1259,159,900,0,0,0,0,0,0,0,0,[000000]
6910,1271,0,900,0,0,0,0,0,0,0,0,[000000]
6911,1271,144,900,0,0,0,0,0,0,0,0,[000000]
6912,1283,159,900,0,0,0,0,0,0,0,0,[000000]
6913,1559,159,900,0,0,0,0,0,0,0,0,[000000]
6914,1571,0,900,0,0,0,0,0,0,0,0,[000000]
6915,1571,144,900,0,0,0,0,0,0,0,0,[000000]
6916,71,0,450,0,0,0,0,0,0,0,0,[000000]
6917,671,0,450,0,0,0,0,0,0,0,0,[000000]
6918,971,0,450,0,0,0,0,0,0,0,0,[000000]
6919,1271,0,450,0,0,0,0,0,0,0,0,[000000]
6920,71,174,0,0,0,0,0,0,0,0,0,[000000]
6921,71,282,0,0,0,0,0,0,0,0,0,[000000]
6922,80,309,0,0,0,0,0,0,0,0,0,[000000]
6923,362,309,0,0,0,0,0,0,0,0,0,[000000]
6924,371,174,0,0,0,0,0,0,0,0,0,[000000]
6925,371,282,0,0,0,0,0,0,0,0,0,[000000]
6926,380,309,0,0,0,0,0,0,0,0,0,[000000]
6927,662,309,0,0,0,0,0,0,0,0,0,[000000]
6928,671,174,0,0,0,0,0,0,0,0,0,[000000]
6929,671,282,0,0,0,0,0,0,0,0,0,[000000]
6930,680,309,0,0,0,0,0,0,0,0,0,[000000]
6931,962,309,0,0,0,0,0,0,0,0,0,[000000]
6932,971,174,0,0,0,0,0,0,0,0,0,[000000]
6933,971,282,0,0,0,0,0,0,0,0,0,[000000]
6934,980,309,0,0,0,0,0,0,0,0,0,[000000]
6935,1262,309,0,0,0,0,0,0,0,0,0,[000000]
6936,1271,174,0,0,0,0,0,0,0,0,0,[000000]
6937,1271,282,0,0,0,0,0,0,0,0,0,[000000]
6938,1280,309,0,0,0,0,0,0,0,0,0,[000000]
6939,1562,309,0,0,0,0,0,0,0,0,0,[000000]
6940,1571,174,0,0,0,0,0,0,0,0,0,[000000]
6941,1571,282,0,0,0,0,0,0,0,0,0,[000000]
6942,71,174,300,0,0,0,0,0,0,0,0,[000000]
6943,71,306,300,0,0,0,0,0,0,0,0,[000000]
6944,83,321,300,0,0,0,0,0,0,0,0,[000000]
6945,359,321,300,0,0,0,0,0,0,0,0,[000000]
6946,371,174,300,0,0,0,0,0,0,0,0,[000000]
6947,371,306,300,0,0,0,0,0,0,0,0,[000000]
6948,383,321,300,0,0,0,0,0,0,0,0,[000000]
6949,659,321,300,0,0,0,0,0,0,0,0,[000000]
6950,671,174,300,0,0,0,0,0,0,0,0,[000000]
6951,671,306,300,0,0,0,0,0,0,0,0,[000000]
6952,683,321,300,0,0,0,0,0,0,0,0,[000000]
6953,959,321,300,0,0,0,0,0,0,0,0,[000000]
6954,971,174,300,0,0,0,0,0,0,0,0,[000000]
6955,971,306,300,0,0,0,0,0,0,0,0,[000000]
6956,983,321,300,0,0,0,0,0,0,0,0,[000000]
6957,1259,321,300,0,0,0,0,0,0,0,0,[000000]
6958,1271,174,300,0,0,0,0,0,0,0,0,[000000]
6959,1271,306,300,0,0,0,0,0,0,0,0,[000000]
6960,1283,321,300,0,0,0,0,0,0,0,0,[000000]
6961,1559,321,300,0,0,0,0,0,0,0,0,[000000]
6962,1571,174,300,0,0,0,0,0,0,0,0,[000000]
6963,1571,306,300,0,0,0,0,0,0,0,0,[000000]
6964,71,174,600,0,0,0,0,0,0,0,0,[000000]
6965,71,306,600,0,0,0,0,0,0,0,0,[000000]
6966,83,321,600,0,0,0,0,0,0,0,0,[000000]
6967,359,321,600,0,0,0,0,0,0,0,0,[000000]
6968,371,174,600,0,0,0,0,0,0,0,0,[000000]
6969,371,306,600,0,0,0,0,0,0,0,0,[000000]
6970,383,321,600,0,0,0,0,0,0,0,0,[000000]
6971,659,321,600,0,0,0,0,0,0,0,0,[000000]
6972,671,174,600,0,0,0,0,0,0,0,0,[000000]
6973,671,306,600,0,0,0,0,0,0,0,0,[000000]
6974,683,321,600,0,0,0,0,0,0,0,0,[000000]
6975,959,321,600,0,0,0,0,0,0,0,0,[000000]
6976,971,174,600,0,0,0,0,0,0,0,0,[000000]
6977,971,306,600,0,0,0,0,0,0,0,0,[000000]
6978,983,321,600,0,0,0,0,0,0,0,0,[000000]
6979,1259,321,600,0,0,0,0,0,0,0,0,[000000]
6980,1271,174,600,0,0,0,0,0,0,0,0,[000000]
6981,1271,306,600,0,0,0,0,0,0,0,0,[000000]
6982,1283,321,600,0,0,0,0,0,0,0,0,[000000]
6983,1559,321,600,0,0,0,0,0,0,0,0,[000000]
6984,1571,174,600,0,0,0,0,0,0,0,0,[000000]
6985,1571,306,600,0,0,0,0,0,0,0,0,[000000]
6986,71,174,900,0,0,0,0,0,0,0,0,[000000]
6987,71,282,900,0,0,0,0,0,0,0,0,[000000]
6988,80,309,900,0,0,0,0,0,0,0,0,[000000]
6989,362,309,900,0,0,0,0,0,0,0,0,[000000]
6990,371,174,900,0,0,0,0,0,0,0,0,[000000]
6991,371,282,900,0,0,0,0,0,0,0,0,[000000]
6992,380,309,900,0,0,0,0,0,0,0,0,[000000]
6993,662,309,900,0,0,0,0,0,0,0,0,[000000]
6994,671,174,900,0,0,0,0,0,0,0,0,[000000]
6995,671,282,900,0,0,0,0,0,0,0,0,[000000]
6996,680,309,900,0,0,0,0,0,0,0,0,[000000]
6997,962,309,900,0,0,0,0,0,0,0,0,[000000]
6998,971,174,900,0,0,0,0,0,0,0,0,[000000]
6999,971,282,900,0,0,0,0,0,0,0,0,[000000]
7000,980,309,900,0,0,0,0,0,0,0,0,[000000]
7001,1262,309,900,0,0,0,0,0,0,0,0,[000000]
7002,1271,174,900,0,0,0,0,0,0,0,0,[000000]
7003,1271,282,900,0,0,0,0,0,0,0,0,[000000]
7004,1280,309,900,0,0,0,0,0,0,0,0,[000000]
7005,1562,309,900,0,0,0,0,0,0,0,0,[000000]
7006,1571,174,900,0,0,0,0,0,0,0,0,[000000]
7007,1571,282,900,0,0,0,0,0,0,0,0,[000000]
7008,0,174,450,0,0,0,0,0,0,0,0,[000000]
7009,1642,174,450,0,0,0,0,0,0,0,0,[000000]
7010,71,336,0,0,0,0,0,0,0,0,0,[000000]
7011,71,444,0,0,0,0,0,0,0,0,0,[000000]
7012,80,471,0,0,0,0,0,0,0,0,0,[000000]
7013,362,471,0,0,0,0,0,0,0,0,0,[000000]
7014,371,336,0,0,0,0,0,0,0,0,0,[000000]
7015,371,444,0,0,0,0,0,0,0,0,0,[000000]
7016,380,471,0,0,0,0,0,0,0,0,0,[000000]
7017,662,471,0,0,0,0,0,0,0,0,0,[000000]
7018,671,336,0,0,0,0,0,0,0,0,0,[000000]
7019,671,444,0,0,0,0,0,0,0,0,0,[000000]
7020,680,471,0,0,0,0,0,0,0,0,0,[000000]
7021,962,471,0,0,0,0,0,0,0,0,0,[000000]
7022,971,336,0,0,0,0,0,0,0,0,0,[000000]
7023,971,444,0,0,0,0,0,0,0,0,0,[000000]
7024,980,471,0,0,0,0,0,0,0,0,0,[000000]
7025,1262,471,0,0,0,0,0,0,0,0,0,[000000]
7026,1271,336,0,0,0,0,0,0,0,0,0,[000000]
7027,1271,444,0,0,0,0,0,0,0,0,0,[000000]
7028,1280,471,0,0,0,0,0,0,0,0,0,[000000]
7029,1562,471,0,0,0,0,0,0,0,0,0,[000000]
7030,1571,336,0,0,0,0,0,0,0,0,0,[000000]
7031,1571,444,0,0,0,0,0,0,0,0,0,[000000]
7032,71,336,300,0,0,0,0,0,0,0,0,[000000]
7033,71,468,300,0,0,0,0,0,0,0,0,[000000]
7034,83,483,300,0,0,0,0,0,0,0,0,[000000]
7035,359,483,300,0,0,0,0,0,0,0,0,[000000]
7036,371,336,300,0,0,0,0,0,0,0,0,[000000]
7037,371,468,300,0,0,0,0,0,0,0,0,[000000]
7038,383,483,300,0,0,0,0,0,0,0,0,[000000]
7039,659,483,300,0,0,0,0,0,0,0,0,[000000]
7040,671,336,300,0,0,0,0,0,0,0,0,[000000]
7041,671,468,300,0,0,0,0,0,0,0,0,[000000]
7042,683,483,300,0,0,0,0,0,0,0,0,[000000]
7043,959,483,300,0,0,0,0,0,0,0,0,[000000]
7044,971,336,300,0,0,0,0,0,0,0,0,[000000]
7045,971,468,300,0,0,0,0,0,0,0,0,[000000]
7046,983,483,300,0,0,0,0,0,0,0,0,[000000]
7047,1259,483,300,0,0,0,0,0,0,0,0,[000000]
7048,1271,336,300,0,0,0,0,0,0,0,0,[000000]
7049,1271,468,300,0,0,0,0,0,0,0,0,[000000]
7050,1283,483,300,0,0,0,0,0,0,0,0,[000000]
7051,1559,483,300,0,0,0,0,0,0,0,0,[000000]
7052,1571,336,300,0,0,0,0,0,0,0,0,[000000]
7053,1571,468,300,0,0,0,0,0,0,0,0,[000000]
7054,71,336,600,0,0,0,0,0,0,0,0,[000000]
7055,71,468,600,0,0,0,0,0,0,0,0,[000000]
7056,83,483,600,0,0,0,0,0,0,0,0,[000000]
7057,359,483,600,0,0,0,0,0,0,0,0,[000000]
7058,371,336,600,0,0,0,0,0,0,0,0,[000000]
7059,371,468,600,0,0,0,0,0,0,0,0,[000000]
7060,383,483,600,0,0,0,0,0,0,0,0,[000000]
7061,659,483,600,0,0,0,0,0,0,0,0,[000000]
7062,671,336,600,0,0,0,0,0,0,0,0,[000000]
7063,671,468,600,0,0,0,0,0,0,0,0,[000000]
7064,683,483,600,0,0,0,0,0,0,0,0,[000000]
7065,959,483,600,0,0,0,0,0,0,0,0,[000000]
7066,971,336,600,0,0,0,0,0,0,0,0,[000000]
7067,971,468,600,0,0,0,0,0,0,0,0,[000000]
7068,983,483,600,0,0,0,0,0,0,0,0,[000000]
7069,1259,483,600,0,0,0,0,0,0,0,0,[000000]
7070,1271,336,600,0,0,0,0,0,0,0,0,[000000]
7071,1271,468,600,0,0,0,0,0,0,0,0,[000000]
7072,1283,483,600,0,0,0,0,0,0,0,0,[000000]
7073,1559,483,600,0,0,0,0,0,0,0,0,[000000]
7074,1571,336,600,0,0,0,0,0,0,0,0,[000000]
7075,1571,468,600,0,0,0,0,0,0,0,0,[000000]
7076,71,336,900,0,0,0,0,0,0,0,0,[000000]
7077,71,444,900,0,0,0,0,0,0,0,0,[000000]
7078,80,471,900,0,0,0,0,0,0,0,0,[000000]
7079,362,471,900,0,0,0,0,0,0,0,0,[000000]
7080,371,336,900,0,0,0,0,0,0,0,0,[000000]
7081,371,444,900,0,0,0,0,0,0,0,0,[000000]
7082,380,471,900,0,0,0,0,0,0,0,0,[000000]
7083,662,471,900,0,0,0,0,0,0,0,0,[000000]
7084,671,336,900,0,0,0,0,0,0,0,0,[000000]
7085,671,444,900,0,0,0,0,0,0,0,0,[000000]
7086,680,471,900,0,0,0,0,0,0,0,0,[000000]
7087,962,471,900,0,0,0,0,0,0,0,0,[000000]
7088,971,336,900,0,0,0,0,0,0,0,0,[000000]
7089,971,444,900,0,0,0,0,0,0,0,0,[000000]
7090,980,471,900,0,0,0,0,0,0,0,0,[000000]
7091,1262,471,900,0,0,0,0,0,0,0,0,[000000]
7092,1271,336,900,0,0,0,0,0,0,0,0,[000000]
7093,1271,444,900,0,0,0,0,0,0,0,0,[000000]
7094,1280,471,900,0,0,0,0,0,0,0,0,[000000]
7095,1562,471,900,0,0,0,0,0,0,0,0,[000000]
7096,1571,336,900,0,0,0,0,0,0,0,0,[000000]
7097,1571,444,900,0,0,0,0,0,0,0,0,[000000]
7098,71,498,0,0,0,0,0,0,0,0,0,[000000]
7099,71,606,0,0,0,0,0,0,0,0,0,[000000]
7100,80,633,0,0,0,0,0,0,0,0,0,[000000]
7101,362,633,0,0,0,0,0,0,0,0,0,[000000]
7102,371,498,0,0,0,0,0,0,0,0,0,[000000]
7103,371,606,0,0,0,0,0,0,0,0,0,[000000]
7104,380,633,0,0,0,0,0,0,0,0,0,[000000]
7105,662,633,0,0,0,0,0,0,0,0,0,[000000]
7106,671,498,0,0,0,0,0,0,0,0,0,[000000]
7107,671,606,0,0,0,0,0,0,0,0,0,[000000]
7108,680,633,0,0,0,0,0,0,0,0,0,[000000]
7109,962,633,0,0,0,0,0,0,0,0,0,[000000]
7110,971,498,0,0,0,0,0,0,0,0,0,[000000]
7111,971,606,0,0,0,0,0,0,0,0,0,[000000]
7112,980,633,0,0,0,0,0,0,0,0,0,[000000]
7113,1262,633,0,0,0,0,0,0,0,0,0,[000000]
7114,1271,498,0,0,0,0,0,0,0,0,0,[000000]
7115,1271,606,0,0,0,0,0,0,0,0,0,[000000]
7116,1280,633,0,0,0,0,0,0,0,0,0,[000000]
7117,1562,633,0,0,0,0,0,0,0,0,0,[000000]
7118,1571,498,0,0,0,0,0,0,0,0,0,[000000]
7119,1571,606,0,0,0,0,0,0,0,0,0,[000000]
7120,71,498,300,0,0,0,0,0,0,0,0,[000000]
7121,71,630,300,0,0,0,0,0,0,0,0,[000000]
7122,83,645,300,0,0,0,0,0,0,0,0,[000000]
7123,359,645,300,0,0,0,0,0,0,0,0,[000000]
7124,371,498,300,0,0,0,0,0,0,0,0,[000000]
7125,371,630,300,0,0,0,0,0,0,0,0,[000000]
7126,383,645,300,0,0,0,0,0,0,0,0,[000000]
7127,659,645,300,0,0,0,0,0,0,0,0,[000000]
7128,671,498,300,0,0,0,0,0,0,0,0,[000000]
7129,671,630,300,0,0,0,0,0,0,0,0,[000000]
7130,683,645,300,0,0,0,0,0,0,0,0,[000000]
7131,959,645,300,0,0,0,0,0,0,0,0,[000000]
7132,971,498,300,0,0,0,0,0,0,0,0,[000000]
7133,971,630,300,0,0,0,0,0,0,0,0,[000000]
7134,983,645,300,0,0,0,0,0,0,0,0,[000000]
7135,1259,645,300,0,0,0,0,0,0,0,0,[000000]
7136,1271,498,300,0,0,0,0,0,0,0,0,[000000]
7137,1271,630,300,0,0,0,0,0,0,0,0,[000000]
7138,1283,645,300,0,0,0,0,0,0,0,0,[000000]
7139,1559,645,300,0,0,0,0,0,0,0,0,[000000]
7140,1571,498,300,0,0,0,0,0,0,0,0,[000000]
7141,1571,630,300,0,0,0,0,0,0,0,0,[000000]
7142,71,498,600,0,0,0,0,0,0,0,0,[000000]
7143,71,630,600,0,0,0,0,0,0,0,0,[000000]
7144,83,645,600,0,0,0,0,0,0,0,0,[000000]
7145,359,645,600,0,0,0,0,0,0,0,0,[000000]
7146,371,498,600,0,0,0,0,0,0,0,0,[000000]
7147,371,630,600,0,0,0,0,0,0,0,0,[000000]
7148,383,645,600,0,0,0,0,0,0,0,0,[000000]
7149,659,645,600,0,0,0,0,0,0,0,0,[000000]
7150,671,498,600,0,0,0,0,0,0,0,0,[000000]
7151,671,630,600,0,0,0,0,0,0,0,0,[000000]
7152,683,645,600,0,0,0,0,0,0,0,0,[000000]
7153,959,645,600,0,0,0,0,0,0,0,0,[000000]
7154,971,498,600,0,0,0,0,0,0,0,0,[000000]
7155,971,630,600,0,0,0,0,0,0,0,0,[000000]
7156,983,645,600,0,0,0,0,0,0,0,0,[000000]
7157,1259,645,600,0,0,0,0,0,0,0,0,[000000]
7158,1271,498,600,0,0,0,0,0,0,0,0,[000000]
7159,1271,630,600,0,0,0,0,0,0,0,0,[000000]
7160,1283,645,600,0,0,0,0,0,0,0,0,[000000]
7161,1559,645,600,0,0,0,0,0,0,0,0,[000000]
7162,1571,498,600,0,0,0,0,0,0,0,0,[000000]
7163,1571,630,600,0,0,0,0,0,0,0,0,[000000]
7164,71,498,900,0,0,0,0,0,0,0,0,[000000]
7165,71,606,900,0,0,0,0,0,0,0,0,[000000]
7166,80,633,900,0,0,0,0,0,0,0,0,[000000]
7167,362,633,900,0,0,0,0,0,0,0,0,[000000]
7168,371,498,900,0,0,0,0,0,0,0,0,[000000]
7169,371,606,900,0,0,0,0,0,0,0,0,[000000]
7170,380,633,900,0,0,0,0,0,0,0,0,[000000]
7171,662,633,900,0,0,0,0,0,0,0,0,[000000]
7172,671,498,900,0,0,0,0,0,0,0,0,[000000]
7173,671,606,900,0,0,0,0,0,0,0,0,[000000]
7174,680,633,900,0,0,0,0,0,0,0,0,[000000]
7175,962,633,900,0,0,0,0,0,0,0,0,[000000]
7176,971,498,900,0,0,0,0,0,0,0,0,[000000]
7177,971,606,900,0,0,0,0,0,0,0,0,[000000]
7178,980,633,900,0,0,0,0,0,0,0,0,[000000]
7179,1262,633,900,0,0,0,0,0,0,0,0,[000000]
7180,1271,498,900,0,0,0,0,0,0,0,0,[000000]
7181,1271,606,900,0,0,0,0,0,0,0,0,[000000]
7182,1280,633,900,0,0,0,0,0,0,0,0,[000000]
7183,1562,633,900,0,0,0,0,0,0,0,0,[000000]
7184,1571,498,900,0,0,0,0,0,0,0,0,[000000]
7185,1571,606,900,0,0,0,0,0,0,0,0,[000000]
7186,71,660,0,0,0,0,0,0,0,0,0,[000000]
7187,71,768,0,0,0,0,0,0,0,0,0,[000000]
7188,80,795,0,0,0,0,0,0,0,0,0,[000000]
7189,362,795,0,0,0,0,0,0,0,0,0,[000000]
7190,371,660,0,0,0,0,0,0,0,0,0,[000000]
7191,371,768,0,0,0,0,0,0,0,0,0,[000000]
7192,380,795,0,0,0,0,0,0,0,0,0,[000000]
7193,662,795,0,0,0,0,0,0,0,0,0,[000000]
7194,671,660,0,0,0,0,0,0,0,0,0,[000000]
7195,671,768,0,0,0,0,0,0,0,0,0,[000000]
7196,680,795,0,0,0,0,0,0,0,0,0,[000000]
7197,962,795,0,0,0,0,0,0,0,0,0,[000000]
7198,971,660,0,0,0,0,0,0,0,0,0,[000000]
7199,971,768,0,0,0,0,0,0,0,0,0,[000000]
7200,980,795,0,0,0,0,0,0,0,0,0,[000000]
7201,1262,795,0,0,0,0,0,0,0,0,0,[000000]
7202,1271,660,0,0,0,0,0,0,0,0,0,[000000]
7203,1271,768,0,0,0,0,0,0,0,0,0,[000000]
7204,1280,795,0,0,0,0,0,0,0,0,0,[000000]
7205,1562,795,0,0,0,0,0,0,0,0,0,[000000]
7206,1571,660,0,0,0,0,0,0,0,0,0,[000000]
7207,1571,768,0,0,0,0,0,0,0,0,0,[000000]
7208,71,660,300,0,0,0,0,0,0,0,0,[000000]
7209,71,792,300,0,0,0,0,0,0,0,0,[000000]
7210,83,807,300,0,0,0,0,0,0,0,0,[000000]
7211,359,807,300,0,0,0,0,0,0,0,0,[000000]
7212,371,660,300,0,0,0,0,0,0,0,0,[000000]
7213,371,792,300,0,0,0,0,0,0,0,0,[000000]
7214,383,807,300,0,0,0,0,0,0,0,0,[000000]
7215,659,807,300,0,0,0,0,0,0,0,0,[000000]
7216,671,660,300,0,0,0,0,0,0,0,0,[000000]
7217,671,792,300,0,0,0,0,0,0,0,0,[000000]
7218,683,807,300,0,0,0,0,0,0,0,0,[000000]
7219,959,807,300,0,0,0,0,0,0,0,0,[000000]
7220,971,660,300,0,0,0,0,0,0,0,0,[000000]
7221,971,792,300,0,0,0,0,0,0,0,0,[000000]
7222,983,807,300,0,0,0,0,0,0,0,0,[000000]
7223,1259,807,300,0,0,0,0,0,0,0,0,[000000]
7224,1271,660,300,0,0,0,0,0,0,0,0,[000000]
7225,1271,792,300,0,0,0,0,0,0,0,0,[000000]
7226,1283,807,300,0,0,0,0,0,0,0,0,[000000]
7227,1559,807,300,0,0,0,0,0,0,0,0,[000000]
7228,1571,660,300,0,0,0,0,0,0,0,0,[000000]
7229,1571,792,300,0,0,0,0,0,0,0,0,[000000]
7230,71,660,600,0,0,0,0,0,0,0,0,[000000]
7231,71,792,600,0,0,0,0,0,0,0,0,[000000]
7232,83,807,600,0,0,0,0,0,0,0,0,[000000]
7233,359,807,600,0,0,0,0,0,0,0,0,[000000]
7234,371,660,600,0,0,0,0,0,0,0,0,[000000]
7235,371,792,600,0,0,0,0,0,0,0,0,[000000]
7236,383,807,600,0,0,0,0,0,0,0,0,[000000]
7237,659,807,600,0,0,0,0,0,0,0,0,[000000]
7238,671,660,600,0,0,0,0,0,0,0,0,[000000]
7239,671,792,600,0,0,0,0,0,0,0,0,[000000]
7240,683,807,600,0,0,0,0,0,0,0,0,[000000]
7241,959,807,600,0,0,0,0,0,0,0,0,[000000]
7242,971,660,600,0,0,0,0,0,0,0,0,[000000]
7243,971,792,600,0,0,0,0,0,0,0,0,[000000]
7244,983,807,600,0,0,0,0,0,0,0,0,[000000]
7245,1259,807,600,0,0,0,0,0,0,0,0,[000000]
7246,1271,660,600,0,0,0,0,0,0,0,0,[000000]
7247,1271,792,600,0,0,0,0,0,0,0,0,[000000]
7248,1283,807,600,0,0,0,0,0,0,0,0,[000000]
7249,1559,807,600,0,0,0,0,0,0,0,0,[000000]
7250,1571,660,600,0,0,0,0,0,0,0,0,[000000]
7251,1571,792,600,0,0,0,0,0,0,0,0,[000000]
7252,71,660,900,0,0,0,0,0,0,0,0,[000000]
7253,71,768,900,0,0,0,0,0,0,0,0,[000000]
7254,80,795,900,0,0,0,0,0,0,0,0,[000000]
7255,362,795,900,0,0,0,0,0,0,0,0,[000000]
7256,371,660,900,0,0,0,0,0,0,0,0,[000000]
7257,371,768,900,0,0,0,0,0,0,0,0,[000000]
7258,380,795,900,0,0,0,0,0,0,0,0,[000000]
7259,662,795,900,0,0,0,0,0,0,0,0,[000000]
7260,671,660,900,0,0,0,0,0,0,0,0,[000000]
7261,671,768,900,0,0,0,0,0,0,0,0,[000000]
7262,680,795,900,0,0,0,0,0,0,0,0,[000000]
7263,962,795,900,0,0,0,0,0,0,0,0,[000000]
7264,971,660,900,0,0,0,0,0,0,0,0,[000000]
7265,971,768,900,0,0,0,0,0,0,0,0,[000000]
7266,980,795,900,0,0,0,0,0,0,0,0,[000000]
7267,1262,795,900,0,0,0,0,0,0,0,0,[000000]
7268,1271,660,900,0,0,0,0,0,0,0,0,[000000]
7269,1271,768,900,0,0,0,0,0,0,0,0,[000000]
7270,1280,795,900,0,0,0,0,0,0,0,0,[000000]
7271,1562,795,900,0,0,0,0,0,0,0,0,[000000]
7272,1571,660,900,0,0,0,0,0,0,0,0,[000000]
7273,1571,768,900,0,0,0,0,0,0,0,0,[000000]
7274,71,822,0,0,0,0,0,0,0,0,0,[000000]
7275,71,930,0,0,0,0,0,0,0,0,0,[000000]
7276,80,955,0,0,0,0,0,0,0,0,0,[000000]
7277,362,955,0,0,0,0,0,0,0,0,0,[000000]
7278,371,822,0,0,0,0,0,0,0,0,0,[000000]
7279,371,930,0,0,0,0,0,0,0,0,0,[000000]
7280,380,955,0,0,0,0,0,0,0,0,0,[000000]
7281,662,955,0,0,0,0,0,0,0,0,0,[000000]
7282,671,822,0,0,0,0,0,0,0,0,0,[000000]
7283,671,930,0,0,0,0,0,0,0,0,0,[000000]
7284,680,955,0,0,0,0,0,0,0,0,0,[000000]
