id,period,psa_1,psa_2,psa_3,psa_5
1,0.01,0.19020378755912,0.189534965980419,0.189440335192433,0.189507077171782
2,0.02,0.189461405619974,0.189408813576526,0.189362180686322,0.189358081842308
3,0.03,0.189901359531998,0.189587729875648,0.189400642227775,0.189539855243854
4,0.04,0.197875955734466,0.195977605283045,0.194976414414819,0.193422804753884
5,0.05,0.245422557770057,0.235017826171121,0.225975941202965,0.213545856304388
6,0.06,0.28217283730383,0.242637746942247,0.234069899905852,0.227929226072305
7,0.07,0.324029330222189,0.282777596378779,0.263489257177262,0.245809332015585
8,0.08,0.337253063982658,0.27761567050262,0.267993864242589,0.24702409243912
9,0.09,0.406919543387017,0.360898745392528,0.326463711944047,0.286018443096866
10,0.1,0.507287557166662,0.394969840932658,0.354365855227583,0.318522839519999
11,0.11,0.538365844333329,0.442324616235788,0.39443763373114,0.339858989167634
12,0.12,0.501417663542728,0.420983345946508,0.356972340682768,0.302646322178181
13,0.13,0.370825463902355,0.319852003020589,0.293891493564331,0.278287116698972
14,0.14,0.426999762920775,0.385523928233635,0.342856933791315,0.283654169648352
15,0.15,0.383663547919456,0.343020993565415,0.323924091860587,0.294047203840086
16,0.16,0.429440351179822,0.369377769687538,0.326320900158868,0.276629216243505
17,0.17,0.565750176618647,0.450918404376136,0.382250816854132,0.302524695043318
18,0.18,0.668447978966491,0.513779535515504,0.414050477998329,0.301155686098868
19,0.19,0.523816989514556,0.444442002569862,0.381220516554413,0.301460827831919
20,0.2,0.453058731731633,0.403156272358371,0.373795765300526,0.326843601467661
21,0.21,0.540531880359518,0.437334924697646,0.3783841615131,0.315615276305851
22,0.22,0.365247677979144,0.285396176634627,0.257667547940482,0.255414313152359
23,0.23,0.284408436936032,0.248090012165156,0.228794859649481,0.233307040932774
24,0.24,0.45406011012467,0.353624959841584,0.311130363678481,0.272683624319614
25,0.25,0.359231343636412,0.323670287281072,0.315626810457362,0.301761222596075
26,0.26,0.487208256915303,0.408039749359773,0.365158755990206,0.325702637399716
27,0.27,0.514908865507895,0.373988778896527,0.323259694423443,0.323367180962296
28,0.28,0.447472160703404,0.40454621592768,0.379157008881667,0.352423861556447
29,0.29,0.509942377212372,0.465727249342157,0.432094620501586,0.385442083530201
30,0.3,0.567109185110815,0.490891951506228,0.443850662957382,0.394744273405043
31,0.31,0.588571751326507,0.475234613661932,0.424789246195429,0.379342992474857
32,0.32,0.427327733705246,0.363454389834054,0.353221114987402,0.342028229659299
33,0.33,0.45228920403431,0.344879745629872,0.292383806363891,0.313776979611015
34,0.34,0.423906057506038,0.367064115664113,0.347732707610762,0.34194242444575
35,0.35,0.614020326383969,0.505921004876569,0.447885467850626,0.389361075859213
36,0.36,0.565767537015037,0.487616611878734,0.454114695947773,0.404714730457686
37,0.37,0.480382648966083,0.457618717068113,0.439151306551027,0.401721583966139
38,0.38,0.580711549844196,0.496484378129676,0.447557889130133,0.393550743372339
39,0.39,0.464728515568558,0.464104412888784,0.435799482307452,0.375652235210929
40,0.4,0.681134070849373,0.501090491576589,0.427733206938233,0.35288230525621
41,0.41,0.675432562945973,0.498330630505736,0.402221780539817,0.319239311248517
42,0.42,0.450285708154002,0.361516914339804,0.339719716045802,0.313860499650063
43,0.43,0.403915927669868,0.329334253535397,0.325319007437934,0.316004558177133
44,0.44,0.417940516789895,0.397170872962894,0.374397384201693,0.338226682141039
45,0.45,0.574178390267118,0.492879581753884,0.438631785599481,0.365036978359477
46,0.46,0.60686668896999,0.535573842074519,0.479255895223542,0.392392249672153
47,0.47,0.604019860180257,0.561696941274007,0.5076210091946,0.412879289024698
48,0.48,0.752478559014017,0.617048027010339,0.535384449859988,0.425731861677166
49,0.49,0.612224053787941,0.588398272774668,0.534870416303627,0.428960297784764
50,0.5,0.755533883550172,0.639105940178141,0.551928548046268,0.425883273505381
51,0.51,0.912696804190974,0.673844034687922,0.551363563052037,0.411151715853901
52,0.52,0.731997532654471,0.615083389164614,0.520820826054568,0.393123929784735
53,0.53,0.643853662638324,0.562108589623086,0.490361325534109,0.383863539892
54,0.54,0.622040553747225,0.517431690518482,0.454434943356085,0.370889832030786
55,0.55,0.445856832896604,0.42941040639129,0.406136388298763,0.354871551437538
56,0.56,0.37107238586908,0.384998485120546,0.378084561491241,0.342944740345449
57,0.57,0.42558742711707,0.398759969616,0.377039076621032,0.337045888909209
58,0.58,0.454107111521724,0.41101145676938,0.378939822173147,0.332582006054303
59,0.59,0.451206662890728,0.401518462694959,0.36983623979744,0.325841586703589
60,0.6,0.378979190657434,0.364900294744275,0.350470314506544,0.317066676765342
61,0.61,0.348683004890619,0.344933470870368,0.341446129395841,0.309678206669593
62,0.62,0.423335027799394,0.388156467739403,0.356234288652183,0.303151893132383
63,0.63,0.5643315469354,0.444600208517784,0.370815864027976,0.318252237671198
64,0.64,0.624749082392276,0.486642128099739,0.425897260265247,0.358955623864633
65,0.65,0.738289259868626,0.590302148384293,0.497591962473109,0.392397379150204
66,0.66,0.784589065200225,0.630087490664288,0.529073620411067,0.409763466463713
67,0.67,0.734211000446258,0.607175565185404,0.51956575210608,0.409254977877402
68,0.68,0.627494187442071,0.545606761424055,0.482975103824831,0.394913464728186
69,0.69,0.516694165399441,0.475309115956622,0.436516360270222,0.37296980923083
70,0.7,0.437651104132596,0.416318468332184,0.392615211827149,0.348830546668498
71,0.71,0.405732166763843,0.370942435330261,0.355179612756017,0.325505334766548
72,0.72,0.421639134937096,0.371702220823198,0.3338539780127,0.30461787942706
73,0.73,0.425518627501357,0.382588723126413,0.350061467039715,0.304679580751922
74,0.74,0.413662445440993,0.384697823794657,0.359951758490344,0.32068546157055
75,0.75,0.397981619021439,0.383944112296443,0.367061021673831,0.333946199145333
76,0.76,0.396211417788223,0.38871219123311,0.375912608442982,0.346261456970721
77,0.77,0.413259911303622,0.402226323026628,0.388596778073844,0.358765698177982
78,0.78,0.438706236059859,0.420962232845184,0.404336864951296,0.371997387860438
79,0.79,0.461031929464182,0.440149684054408,0.421248967464739,0.385697614764239
80,0.8,0.478532227909805,0.458652772451091,0.438737025108178,0.399905005792409
81,0.81,0.498047416494343,0.47901844495766,0.457688112312831,0.41460527337505
82,0.82,0.527332087802943,0.50414278782648,0.47905882182827,0.429752957186878
83,0.83,0.567547520152473,0.534534085440945,0.502808817516127,0.445100529464032
84,0.84,0.630302212530751,0.567214140182475,0.527375766595907,0.460034940147271
85,0.85,0.700409208407767,0.615183724606014,0.550611011232403,0.473911018056135
86,0.86,0.763826790148582,0.663996165541972,0.584678447101046,0.485857271866527
87,0.87,0.815321886201211,0.704853891354123,0.616646651855389,0.495415856231112
88,0.88,0.854629378311949,0.736656823115879,0.641861342167445,0.502268256144405
89,0.89,0.883852447564937,0.759592362276313,0.659467748672672,0.512405486945319
90,0.9,0.903447357061222,0.77328985821167,0.669225857275004,0.517063057611897
91,0.91,0.911878551093381,0.777200319702353,0.670673684263262,0.516291174772476
92,0.92,0.906920456194938,0.770729755068085,0.663994577945922,0.510398057076711
93,0.93,0.88654125104117,0.753408229081478,0.649373198531981,0.499662214685755
