id,period,psa_1,psa_2,psa_3,psa_5
1,0.01,Inf,Inf,Inf,Inf
2,0.02,0.47182480163539,0.460053384397546,0.455167924872882,0.450115611243213
3,0.03,0.447625451356886,0.448418438112425,0.449005154782398,0.449428539541145
4,0.04,0.44290694444943,0.442297424213779,0.442827616903664,0.443459500603014
5,0.05,0.444092516871661,0.443003308291636,0.447420142763051,0.452913301272531
6,0.06,0.494696900512541,0.503386903304464,0.498462802653761,0.484846221635584
7,0.07,0.599303194234776,0.594298227695134,0.593403512091355,0.580443249245631
8,0.08,1.00456525881637,0.826890584860944,0.70085314992698,0.558205612484217
9,0.09,1.01443493553483,0.784835006081424,0.704303891023623,0.638126661226768
10,0.1,1.62260059530143,1.47312183236109,1.30689393757359,1.09956821210535
11,0.11,1.85600301465175,1.46696361969063,1.2653852151028,1.09271406906043
12,0.12,3.34148575642802,2.53214474381002,2.07955163954836,1.58073889582082
13,0.13,2.65162035609779,2.02590795552816,1.74055504201913,1.41252461908345
14,0.14,1.76277998210635,1.50045559078814,1.38323714615231,1.18086908821579
15,0.15,1.80237116186667,1.51573340218649,1.40406208493766,1.1925241807942
16,0.16,2.11841018034611,1.73323508054395,1.47454801256797,1.15777640389472
17,0.17,1.12433263425679,1.11030450714497,1.0570895958826,1.04005219428841
18,0.18,1.61404808039681,1.2892893093447,1.18711367708208,1.06226646670303
19,0.19,1.71419592503867,1.27429337901172,1.17536918204511,1.0277542053777
20,0.2,0.996725135495781,0.950352385501189,0.904280567128684,0.845468178019928
21,0.21,0.820152488715147,0.749775632379621,0.710878319176746,0.709175219009606
22,0.22,0.990990072975903,0.923636050213307,0.861674786264644,0.773121165957134
23,0.23,1.25015397835218,1.09335408844309,0.969052512181004,0.793128729778469
24,0.24,1.62094601572848,1.27658389633847,1.04524635608722,0.765307801295981
25,0.25,2.05007881173709,1.53842341540698,1.2247362308891,0.867672490128932
26,0.26,1.59243295505969,1.41016648363527,1.22704038362216,0.926040300060658
27,0.27,2.03895414979114,1.35766740922469,1.10462468725342,0.820542570880772
28,0.28,1.65969790890847,1.27827071656498,1.07187810567652,0.814571566380021
29,0.29,1.73916403357188,1.39372114491272,1.18270730329439,0.914547837184109
30,0.3,1.61936036765415,1.44646331622028,1.24063934651511,0.942218729099067
31,0.31,1.50964389835127,1.23898265187109,1.08068248009726,0.89922092047651
32,0.32,2.35400107725007,1.69681810810902,1.34969417390821,0.976492703452573
33,0.33,1.90798115189107,1.54591104667367,1.24733944393449,0.898272755612366
34,0.34,1.49589983881655,1.10700910770529,0.970092034973466,0.771109279590099
35,0.35,0.963430614658399,0.857717489894016,0.766295252524024,0.695880536186397
36,0.36,0.884797920592673,0.742743352673128,0.677886993039345,0.61842963679539
37,0.37,1.18075784086624,0.896289521629193,0.740665110698372,0.572857174103629
38,0.38,1.21376806135151,0.918580595568498,0.742646314071904,0.606945229150195
39,0.39,0.827862817344795,0.756202615533888,0.726630981645435,0.645199392991918
40,0.4,1.09226935120844,0.851669699000084,0.772798303752033,0.66973510664804
41,0.41,1.13416179485247,0.890902481949674,0.778787229813196,0.677353229924848
42,0.42,1.32783575285805,0.989737140259466,0.816274798853142,0.676858255697731
43,0.43,1.42331559643742,1.01335544133231,0.83423075094643,0.72492625590066
44,0.44,1.65985513754225,1.24535058693663,0.994353829019034,0.754394023605515
45,0.45,1.81851106393459,1.29079727969273,1.00125037722489,0.766717844930888
46,0.46,1.62754567762157,1.15111926016483,0.954038290280035,0.766629350854737
47,0.47,1.4779561134839,1.14950584642183,0.970199394139711,0.791172737879771
48,0.48,1.35558767828575,1.08813087751178,0.944154620067122,0.782833369092988
49,0.49,1.53502561243084,1.08478567071075,0.9346050633166,0.762575245323996
50,0.5,1.65936975697703,1.26104377930512,1.02525984184069,0.785163687566121
51,0.51,1.53138392648312,1.19252312519259,1.0043338646543,0.790945812014547
52,0.52,1.52897814839182,1.10153813966937,0.877843922596995,0.758046796077001
53,0.53,1.2741070313992,0.983036707607034,0.795756091683641,0.730205902062894
54,0.54,0.994509601658499,0.886895659822429,0.796821982624115,0.728700445980309
55,0.55,1.32395608566257,1.06125453725588,0.910117096641679,0.762066488220794
56,0.56,1.68824658160966,1.16903316920592,0.965471833445962,0.827411140159904
57,0.57,1.25446539462158,1.03456001087972,0.950105608686082,0.876891887585825
58,0.58,1.38458501129155,1.11627723474718,1.03219233874857,0.924882805062214
59,0.59,1.60830692351104,1.2453225365018,1.11647183638659,0.96514477147356
60,0.6,1.54009957250697,1.2563945051774,1.14528545241948,0.986105118557364
61,0.61,1.55397227967016,1.24524120006726,1.13575084013443,0.986427550396161
62,0.62,1.4109975170904,1.16116769402311,1.07845066673328,0.972408292417958
63,0.63,1.37733564456614,1.05682081464278,1.01198825653208,0.960807136123905
64,0.64,1.31330509177531,1.12863285047531,1.0771919930715,0.965305255054101
65,0.65,1.65337680082518,1.35268759930692,1.17121754140014,0.96993399696882
66,0.66,1.83221225895437,1.38201156854977,1.16213022198458,0.946898756449018
67,0.67,1.54132390770622,1.13181638108014,1.0269581548715,0.893127769998653
68,0.68,1.31159682312824,0.947342328969349,0.869710000805369,0.83220483225548
69,0.69,1.11128047988494,0.826725973923613,0.77332947152061,0.78936100476015
70,0.7,1.11426709460153,0.830439510662432,0.76814054248276,0.777449599859188
71,0.71,1.06669150270678,0.906763016460463,0.862186299937501,0.789179256336954
72,0.72,1.33943923873342,1.10411884777725,0.963946456623999,0.805081350409031
73,0.73,1.4679446475358,1.18704926186674,1.00766657259627,0.803746074598335
